subject;chr;start;end;start_cm;end_cm;length_cm;length;Nm;Nf;male_meiosis;mutation
first_cousins273_g4-b1-i1;7;50621007;70132227;70.199796;78.430884;8.231087;19511220;2;4;1;0
first_cousins273_g4-b1-i1;8;122962956;126622746;119.308697;126.224276;6.915579;3659790;2;4;-1;0
first_cousins273_g4-b1-i1;8;140434450;140587143;150.8962;151.056448;0.160248;152693;2;4;-1;0
first_cousins273_g4-b1-i1;9;212908;3095323;0;8.37557;8.37557;2882415;2;4;1;0
first_cousins273_g4-b1-i1;10;128337609;133513253;147.740597;162.155418;14.414821;5175644;2;4;1;0
first_cousins273_g4-b1-i1;10;133836871;134895415;162.900532;164.669277;1.768745;1058544;2;4;1;0
first_cousins273_g4-b1-i1;13;80604180;89262088;74.527028;79.055664;4.528636;8657908;2;4;1;0
first_cousins273_g4-b1-i1;15;53714669;70458212;42.18126;64.234324;22.053065;16743543;2;4;-1;0
first_cousins273_g4-b1-i1;18;25575651;58181075;48.989814;80.872077;31.882263;32605424;2;4;1;0
first_cousins273_g4-b1-i1;20;69094;740935;0;2.375237;2.375237;671841;2;4;-1;0
first_cousins273_g4-b1-i1;20;2498228;3441220;7.978318;9.756382;1.778064;942992;2;4;-1;0
first_cousins274_g4-b1-i1;2;15106582;18699005;30.92845;36.427178;5.498728;3592423;4;2;1;0
first_cousins274_g4-b1-i1;2;20634762;50821363;38.328335;71.681083;33.352747;30186601;4;2;1;4
first_cousins274_g4-b1-i1;2;149206491;227566019;149.186068;219.376321;70.190253;78359528;4;2;1;1
first_cousins274_g4-b1-i1;7;114352415;138390066;117.59851;138.168053;20.569543;24037651;4;2;-1;1
first_cousins274_g4-b1-i1;8;17945574;22671936;32.456611;41.351019;8.894408;4726362;4;2;-1;0
first_cousins274_g4-b1-i1;8;58779413;60018622;68.420588;70.113089;1.692501;1239209;4;2;-1;0
first_cousins274_g4-b1-i1;8;84237815;99193327;89.835978;100.32922;10.493242;14955512;4;2;-1;0
first_cousins274_g4-b1-i1;12;42996927;45622113;54.209126;55.812558;1.603432;2625186;4;2;-1;0
first_cousins274_g4-b1-i1;15;47488733;87693138;37.505307;78.799952;41.294645;40204405;4;2;1;3
first_cousins275_g4-b1-i1;12;8137434;13050992;19.203216;28.028156;8.82494;4913558;4;2;-1;0
first_cousins275_g4-b1-i1;12;83427682;95724337;91.051813;101.270489;10.218676;12296655;4;2;-1;0
first_cousins275_g4-b1-i1;13;93016897;106488709;82.417549;104.240263;21.822714;13471812;4;2;-1;0
first_cousins275_g4-b1-i1;19;54703812;59058083;91.645176;103.571793;11.926617;4354271;4;2;1;0
first_cousins276_g4-b1-i1;1;181333877;234599771;177.421885;232.431655;55.00977;53265894;3;3;1;1
first_cousins276_g4-b1-i1;2;113954227;121117164;117.735874;123.146019;5.410146;7162937;3;3;-1;0
first_cousins276_g4-b1-i1;3;18841032;22104117;37.435998;41.081693;3.645695;3263085;3;3;1;0
first_cousins276_g4-b1-i1;3;77032675;86995567;102.477451;106.208413;3.730962;9962892;3;3;1;0
first_cousins276_g4-b1-i1;3;150418224;154801072;156.402486;160.426727;4.024242;4382848;3;3;-1;0
first_cousins276_g4-b1-i1;3;166799274;173159659;166.075029;174.261318;8.186289;6360385;3;3;-1;0
first_cousins276_g4-b1-i1;7;43620559;92206386;63.456521;97.490549;34.034028;48585827;3;3;-1;2
first_cousins276_g4-b1-i1;7;106466036;107493243;111.568672;112.560475;0.991803;1027207;3;3;-1;0
first_cousins276_g4-b1-i1;7;157067172;159119486;172.539964;176.04137;3.501407;2052314;3;3;1;0
first_cousins276_g4-b1-i1;11;35246819;40747077;51.456744;57.117448;5.660703;5500258;3;3;-1;0
first_cousins276_g4-b1-i1;18;8783942;9962838;28.390483;31.435199;3.044715;1178896;3;3;-1;0
first_cousins276_g4-b1-i1;20;17838269;51545371;41.441936;76.348842;34.906906;33707102;3;3;1;1
first_cousins276_g4-b1-i1;22;23948569;44699488;16.550251;49.67984;33.129588;20750919;3;3;1;0
first_cousins276_g4-b1-i1;22;45589030;47187612;53.010898;56.793014;3.782116;1598582;3;3;-1;0
first_cousins277_g4-b1-i1;1;14721411;20504028;26.088102;39.252517;13.164416;5782617;3;3;-1;0
first_cousins277_g4-b1-i1;2;118913;6826095;0;12.275832;12.275832;6707182;3;3;-1;0
first_cousins277_g4-b1-i1;2;9353018;46045410;20.485331;66.114005;45.628674;36692392;3;3;1;3
first_cousins277_g4-b1-i1;2;46098665;64701508;66.248767;80.610229;14.361461;18602843;3;3;1;1
first_cousins277_g4-b1-i1;3;107145210;127069833;115.027822;133.368123;18.340301;19924623;3;3;1;0
first_cousins277_g4-b1-i1;3;145498419;168272805;150.281787;167.134695;16.852908;22774386;3;3;1;0
first_cousins277_g4-b1-i1;4;153880780;154109143;144.205357;145.101385;0.896027;228363;3;3;1;0
first_cousins277_g4-b1-i1;4;155682231;163534216;147.214636;154.295126;7.08049;7851985;3;3;1;0
first_cousins277_g4-b1-i1;4;179932870;180118188;173.417222;173.84849;0.431267;185318;3;3;1;0
first_cousins277_g4-b1-i1;6;1455520;16770220;3.581842;35.028388;31.446546;15314700;3;3;1;2
first_cousins277_g4-b1-i1;7;46239;285887;0;0.471504;0.471504;239648;3;3;1;0
first_cousins277_g4-b1-i1;9;81961705;91552685;73.79445;86.520844;12.726395;9590980;3;3;-1;0
first_cousins277_g4-b1-i1;10;77918217;80458432;87.314778;90.840485;3.525707;2540215;3;3;1;1
first_cousins277_g4-b1-i1;12;95931206;127796779;101.4954;143.506107;42.010707;31865573;3;3;1;4
first_cousins277_g4-b1-i1;13;101600847;105552530;94.142947;101.082279;6.939332;3951683;3;3;-1;0
first_cousins277_g4-b1-i1;14;26680932;31001360;17.064488;22.052447;4.987959;4320428;3;3;1;0
first_cousins277_g4-b1-i1;16;57336383;60374734;71.046735;75.603437;4.556702;3038351;3;3;-1;0
first_cousins277_g4-b1-i1;19;3326353;6662693;11.169943;19.684896;8.514953;3336340;3;3;-1;0
first_cousins277_g4-b1-i1;19;12104424;53701571;30.44349;86.923742;56.480252;41597147;3;3;1;3
first_cousins278_g4-b1-i1;1;43761998;48981555;67.258511;70.881034;3.622523;5219557;4;2;1;1
first_cousins278_g4-b1-i1;6;183917;1780144;0;5.084422;5.084422;1596227;4;2;1;0
first_cousins278_g4-b1-i1;7;88590022;98164055;94.97294;103.614191;8.641251;9574033;4;2;1;1
first_cousins278_g4-b1-i1;12;118528005;120270698;130.376693;132.870107;2.493414;1742693;4;2;-1;0
first_cousins278_g4-b1-i1;13;103587891;106064533;96.717427;102.629193;5.911766;2476642;4;2;-1;0
first_cousins278_g4-b1-i1;13;106745306;111469958;105.099913;117.906968;12.807055;4724652;4;2;-1;0
first_cousins278_g4-b1-i1;15;70228476;93780770;63.28039;92.140137;28.859746;23552294;4;2;-1;0
first_cousins278_g4-b1-i1;15;97077132;98923943;103.057298;109.295888;6.23859;1846811;4;2;-1;0
first_cousins278_g4-b1-i1;16;62364796;79465359;77.383414;95.987511;18.604097;17100563;4;2;-1;1
first_cousins278_g4-b1-i1;16;83270340;86439788;106.611518;117.724429;11.112912;3169448;4;2;-1;0
first_cousins279_g4-b1-i1;2;65167679;70755396;81.553624;88.657742;7.104118;5587717;3;3;-1;0
first_cousins279_g4-b1-i1;3;11946186;14409690;29.426023;32.616424;3.190401;2463504;3;3;-1;0
first_cousins279_g4-b1-i1;3;17162377;36030840;36.43466;58.234206;21.799547;18868463;3;3;-1;0
first_cousins279_g4-b1-i1;5;103318209;127936296;105.571607;126.98072;21.409113;24618087;3;3;1;1
first_cousins279_g4-b1-i1;5;150972073;159394293;150.241948;157.376369;7.134421;8422220;3;3;1;1
first_cousins279_g4-b1-i1;6;38257704;43716106;55.945483;64.292975;8.347492;5458402;3;3;1;0
first_cousins279_g4-b1-i1;7;51701191;107605906;71.258416;112.779704;41.521288;55904715;3;3;-1;0
first_cousins279_g4-b1-i1;7;121935521;136729284;121.532954;135.079455;13.546501;14793763;3;3;-1;0
first_cousins279_g4-b1-i1;8;21406723;21406966;38.664396;38.672036;0.00764;243;3;3;-1;0
first_cousins279_g4-b1-i1;14;63924507;81580330;56.297675;73.598065;17.300389;17655823;3;3;-1;1
first_cousins279_g4-b1-i1;14;94985593;107285437;91.392513;115.922228;24.529715;12299844;3;3;-1;0
first_cousins279_g4-b1-i1;15;37936076;55636760;28.010601;43.769839;15.759238;17700684;3;3;1;1
first_cousins279_g4-b1-i1;16;87654871;90141355;121.371737;125.070992;3.699255;2486484;3;3;-1;0
first_cousins279_g4-b1-i1;18;7343453;11322476;24.494931;36.521698;12.026767;3979023;3;3;-1;0
first_cousins280_g4-b1-i1;1;230881179;237494412;225.995202;239.038334;13.043133;6613233;3;3;1;0
first_cousins280_g4-b1-i1;2;118913;2717098;0;3.625276;3.625276;2598185;3;3;1;0
first_cousins280_g4-b1-i1;3;192093589;197800244;204.981754;216.849168;11.867414;5706655;3;3;1;0
first_cousins280_g4-b1-i1;6;1369757;2519628;3.011127;6.240926;3.229799;1149871;3;3;1;0
first_cousins280_g4-b1-i1;6;2987520;33954933;7.565763;51.481926;43.916163;30967413;3;3;1;0
first_cousins280_g4-b1-i1;6;155509987;163630621;158.483883;169.608321;11.124438;8120634;3;3;1;0
first_cousins280_g4-b1-i1;6;166705730;167079562;176.008693;177.169685;1.160993;373832;3;3;1;0
first_cousins280_g4-b1-i1;7;76735868;80831053;83.406158;89.232664;5.826506;4095185;3;3;1;0
first_cousins280_g4-b1-i1;9;36166017;74673719;56.397549;64.261427;7.863877;38507702;3;3;-1;0
first_cousins280_g4-b1-i1;9;133965853;138075791;135.735739;147.223286;11.487547;4109938;3;3;-1;0
first_cousins280_g4-b1-i1;16;6028922;11504068;11.236053;25.297868;14.061815;5475146;3;3;-1;0
first_cousins280_g4-b1-i1;16;28247044;51538882;53.365873;60.30888;6.943007;23291838;3;3;-1;0
first_cousins280_g4-b1-i1;18;10113818;22688861;32.197676;44.898229;12.700553;12575043;3;3;-1;1
first_cousins280_g4-b1-i1;18;24343001;47243556;47.305375;67.715953;20.410577;22900555;3;3;-1;0
first_cousins280_g4-b1-i1;20;21498057;24185044;47.205595;49.575062;2.369467;2686987;3;3;1;0
first_cousins280_g4-b1-i1;21;17015664;17344839;3.881207;4.22091;0.339703;329175;3;3;-1;0
first_cousins280_g4-b1-i1;21;24696240;48094803;18.116816;61.462531;43.345716;23398563;3;3;1;3
first_cousins281_g4-b1-i1;1;35341687;57585846;57.360223;78.901934;21.541711;22244159;3;3;-1;0
first_cousins281_g4-b1-i1;1;67256537;70945282;92.055157;95.37651;3.321354;3688745;3;3;-1;0
first_cousins281_g4-b1-i1;1;119794060;152924963;139.44361;143.214787;3.771176;33130903;3;3;-1;2
first_cousins281_g4-b1-i1;2;220712370;243043959;210.439821;248.706832;38.267011;22331589;3;3;1;0
first_cousins281_g4-b1-i1;4;9917020;14395420;21.832975;26.545241;4.712266;4478400;3;3;1;0
first_cousins281_g4-b1-i1;7;41417206;45244795;60.439891;64.989703;4.549812;3827589;3;3;-1;0
first_cousins281_g4-b1-i1;8;143008453;146280471;156.016753;159.956048;3.939295;3272018;3;3;1;0
first_cousins281_g4-b1-i1;9;137929336;140236773;146.761127;153.090343;6.329216;2307437;3;3;-1;1
first_cousins281_g4-b1-i1;10;123896226;135473442;138.72165;165.630162;26.908513;11577216;3;3;-1;2
first_cousins281_g4-b1-i1;11;32278605;41721921;46.871835;57.767143;10.895309;9443316;3;3;1;1
first_cousins281_g4-b1-i1;11;70944049;75981422;75.288525;79.606803;4.318278;5037373;3;3;1;0
first_cousins281_g4-b1-i1;11;90894263;95335802;91.758588;96.011275;4.252687;4441539;3;3;1;0
first_cousins281_g4-b1-i1;13;19260565;22292283;0;3.879945;3.879945;3031718;3;3;-1;0
first_cousins281_g4-b1-i1;13;22550487;74876138;5.104144;68.65435;63.550207;52325651;3;3;-1;1
first_cousins281_g4-b1-i1;14;26392891;39309136;16.248556;35.872051;19.623495;12916245;3;3;-1;1
first_cousins281_g4-b1-i1;14;72664636;77152725;63.504045;69.055899;5.551854;4488089;3;3;1;0
first_cousins281_g4-b1-i1;15;31593943;39673244;16.426112;31.780319;15.354207;8079301;3;3;-1;1
first_cousins281_g4-b1-i1;16;26022515;57939962;48.425551;72.453346;24.027795;31917447;3;3;1;1
first_cousins281_g4-b1-i1;17;6888;72164984;0;104.711811;104.711811;72158096;3;3;1;1
first_cousins282_g4-b1-i1;1;29718960;115808217;49.211751;135.606863;86.395113;86089257;3;3;1;2
first_cousins282_g4-b1-i1;1;159734502;164441961;151.143917;159.092966;7.949049;4707459;3;3;1;1
first_cousins282_g4-b1-i1;1;199242127;218866102;189.139746;215.679062;26.539316;19623975;3;3;1;0
first_cousins282_g4-b1-i1;7;155648686;157800165;169.224723;174.561784;5.337061;2151479;3;3;-1;0
first_cousins282_g4-b1-i1;9;135824261;138259036;138.983342;148.365132;9.381789;2434775;3;3;1;0
first_cousins282_g4-b1-i1;10;67089698;83704844;75.614244;95.873212;20.258969;16615146;3;3;1;0
first_cousins282_g4-b1-i1;11;8334089;12171384;16.438313;22.475447;6.037134;3837295;3;3;-1;0
first_cousins282_g4-b1-i1;14;19035752;89736876;0;81.709866;81.709866;70701124;3;3;-1;2
first_cousins282_g4-b1-i1;14;104850459;107285437;112.819118;115.922228;3.10311;2434978;3;3;1;0
first_cousins282_g4-b1-i1;17;6888;12379307;0;33.114396;33.114396;12372419;3;3;-1;1
first_cousins282_g4-b1-i1;20;49992799;60215921;73.744597;100.984007;27.23941;10223122;3;3;-1;2
first_cousins283_g4-b1-i1;1;21009820;30686903;40.051142;50.588425;10.537283;9677083;3;3;-1;0
first_cousins283_g4-b1-i1;4;189538358;190936728;197.57275;200.225934;2.653183;1398370;3;3;1;0
first_cousins283_g4-b1-i1;5;5136078;11787338;13.154143;28.560767;15.406624;6651260;3;3;1;0
first_cousins283_g4-b1-i1;6;88803261;106315139;90.070649;105.47194;15.40129;17511878;3;3;-1;1
first_cousins283_g4-b1-i1;6;133271752;138338184;129.13324;136.252958;7.119717;5066432;3;3;-1;0
first_cousins283_g4-b1-i1;7;6503459;11310912;9.873565;19.02042;9.146855;4807453;3;3;-1;0
first_cousins283_g4-b1-i1;8;40518574;72181540;59.656369;79.915096;20.258727;31662966;3;3;1;0
first_cousins283_g4-b1-i1;9;79036010;87695787;69.492822;80.447606;10.954784;8659777;3;3;-1;0
first_cousins283_g4-b1-i1;9;90135464;90254472;83.834628;84.377704;0.543075;119008;3;3;-1;0
first_cousins283_g4-b1-i1;9;101218829;116409619;95.666259;112.676264;17.010005;15190790;3;3;-1;1
first_cousins283_g4-b1-i1;10;5126469;7173289;11.692275;17.329852;5.637577;2046820;3;3;1;0
first_cousins283_g4-b1-i1;16;143503;5000697;0;7.941689;7.941689;4857194;3;3;-1;0
first_cousins283_g4-b1-i1;17;76481632;81050981;114.582163;125.202314;10.620152;4569349;3;3;1;0
first_cousins283_g4-b1-i1;19;54664495;59058083;91.420791;103.571793;12.151002;4393588;3;3;-1;1
first_cousins283_g4-b1-i1;20;924004;1347379;3.719877;4.962071;1.242194;423375;3;3;1;0
first_cousins283_g4-b1-i1;20;5343890;5790295;15.510464;17.844488;2.334024;446405;3;3;1;0
first_cousins283_g4-b1-i1;20;56222233;59763551;88.404598;99.323976;10.919377;3541318;3;3;1;0
first_cousins283_g4-b1-i1;21;34428923;40977292;32.351588;44.1811;11.829512;6548369;3;3;-1;0
first_cousins283_g4-b1-i1;22;49553107;49839400;64.506057;66.668458;2.162401;286293;3;3;1;0
first_cousins284_g4-b1-i1;1;32495434;46926378;53.691945;68.957886;15.265942;14430944;2;4;1;1
first_cousins284_g4-b1-i1;5;2630363;3798973;5.139781;9.8022;4.662419;1168610;2;4;1;0
first_cousins284_g4-b1-i1;5;179748390;180692833;194.156545;196.338913;2.182368;944443;2;4;1;0
first_cousins284_g4-b1-i1;8;103595774;128665436;105.543927;130.747647;25.20372;25069662;2;4;-1;1
first_cousins284_g4-b1-i1;8;133353952;146280471;136.910144;159.956048;23.045903;12926519;2;4;-1;0
first_cousins284_g4-b1-i1;10;158946;53615582;0;64.638245;64.638245;53456636;2;4;1;1
first_cousins284_g4-b1-i1;12;90568526;128910768;94.329163;148.20675;53.877587;38342242;2;4;1;1
first_cousins284_g4-b1-i1;13;23934434;24476452;9.750054;10.320781;0.570727;542018;2;4;1;0
first_cousins284_g4-b1-i1;15;54096232;59900777;42.483392;49.54301;7.059618;5804545;2;4;-1;1
first_cousins284_g4-b1-i1;15;65230641;74519979;56.255733;67.917787;11.662054;9289338;2;4;-1;0
first_cousins284_g4-b1-i1;20;41374741;59457309;59.158625;97.606131;38.447506;18082568;2;4;1;0
first_cousins284_g4-b1-i1;21;16732542;27215768;3.21783;21.245255;18.027424;10483226;2;4;1;0
first_cousins284_g4-b1-i1;21;40289082;44731536;43.15217;55.647367;12.495196;4442454;2;4;1;0
first_cousins285_g4-b1-i1;2;80742303;102688283;100.311115;108.163042;7.851927;21945980;4;2;1;0
first_cousins285_g4-b1-i1;3;7510820;23066427;20.389332;42.180893;21.79156;15555607;4;2;1;2
first_cousins285_g4-b1-i1;3;170969307;174914921;169.744606;176.630164;6.885558;3945614;4;2;1;0
first_cousins285_g4-b1-i1;5;9617287;11046984;22.715217;27.12107;4.405853;1429697;4;2;-1;0
first_cousins285_g4-b1-i1;5;149233882;166252569;146.568959;164.727149;18.15819;17018687;4;2;-1;0
first_cousins285_g4-b1-i1;5;170105139;170188463;173.031794;173.452005;0.420211;83324;4;2;-1;0
first_cousins285_g4-b1-i1;6;9210801;42107659;21.950127;62.139286;40.189159;32896858;4;2;1;2
first_cousins285_g4-b1-i1;8;113565;2028112;0;3.469353;3.469353;1914547;4;2;-1;0
first_cousins285_g4-b1-i1;9;114828359;121211587;110.005004;119.258428;9.253424;6383228;4;2;1;1
first_cousins285_g4-b1-i1;13;74310578;89258869;67.285738;79.019652;11.733913;14948291;4;2;1;1
first_cousins285_g4-b1-i1;13;112072574;113143191;118.724694;121.900904;3.176209;1070617;4;2;-1;0
first_cousins285_g4-b1-i1;15;34641993;68785464;22.331548;60.814944;38.483396;34143471;4;2;-1;3
first_cousins285_g4-b1-i1;16;143503;11729856;0;26.281379;26.281379;11586353;4;2;1;0
first_cousins285_g4-b1-i1;18;112535;965542;0;3.14469;3.14469;853007;4;2;1;0
first_cousins285_g4-b1-i1;18;42925098;58093436;61.82302;80.780841;18.957821;15168338;4;2;1;2
first_cousins285_g4-b1-i1;21;22068062;29295444;14.566809;25.451753;10.884945;7227382;4;2;-1;1
first_cousins285_g4-b1-i1;21;39725104;48094803;41.693849;61.462531;19.768682;8369699;4;2;-1;0
first_cousins285_g4-b1-i1;22;49263057;50495670;63.490453;67.990286;4.499833;1232613;4;2;1;0
first_cousins286_g4-b1-i1;1;119277199;151500701;139.279595;142.223009;2.943414;32223502;2;4;-1;0
first_cousins286_g4-b1-i1;1;151784939;165128503;142.416149;161.001032;18.584883;13343564;2;4;-1;0
first_cousins286_g4-b1-i1;1;240847884;245130528;246.488002;256.51275;10.024748;4282644;2;4;1;0
first_cousins286_g4-b1-i1;2;8567403;11768016;18.042676;26.053306;8.01063;3200613;2;4;1;0
first_cousins286_g4-b1-i1;3;5495275;6868376;14.720728;18.14749;3.426761;1373101;2;4;-1;0
first_cousins286_g4-b1-i1;10;24695177;28990758;45.065324;49.111046;4.045721;4295581;2;4;-1;0
first_cousins286_g4-b1-i1;13;22557819;23252965;5.190177;8.186717;2.996541;695146;2;4;1;0
first_cousins286_g4-b1-i1;14;19035752;21632038;0;5.267498;5.267498;2596286;2;4;1;0
first_cousins286_g4-b1-i1;14;76869781;104914769;68.23653;112.929137;44.692606;28044988;2;4;-1;0
first_cousins286_g4-b1-i1;16;4273957;6031306;7.156882;11.257021;4.100139;1757349;2;4;1;0
first_cousins286_g4-b1-i1;16;21267232;27364323;41.160113;52.097438;10.937324;6097091;2;4;1;0
first_cousins286_g4-b1-i1;16;77878884;90141355;90.679203;125.070992;34.391789;12262471;2;4;1;0
first_cousins286_g4-b1-i1;20;11252290;15007376;31.17496;35.639411;4.464451;3755086;2;4;-1;1
first_cousins286_g4-b1-i1;21;14665973;16282118;0;2.311085;2.311085;1616145;2;4;-1;0
first_cousins287_g4-b1-i1;4;23872637;37068905;36.966236;51.84653;14.880295;13196268;3;3;-1;0
first_cousins287_g4-b1-i1;4;175122749;190936728;166.462946;200.225934;33.762988;15813979;3;3;1;1
first_cousins287_g4-b1-i1;8;10065001;15796132;20.117554;28.189934;8.072381;5731131;3;3;1;0
first_cousins287_g4-b1-i1;8;97045681;103524224;97.766457;105.350326;7.583869;6478543;3;3;1;0
first_cousins287_g4-b1-i1;11;93309852;115118944;93.826251;114.272308;20.446057;21809092;3;3;-1;3
first_cousins287_g4-b1-i1;13;57670582;67844418;55.33394;61.100809;5.766869;10173836;3;3;-1;1
first_cousins287_g4-b1-i1;13;88557266;97401538;78.687181;87.41938;8.732199;8844272;3;3;1;1
first_cousins287_g4-b1-i1;13;98938990;103339707;89.860082;96.265815;6.405733;4400717;3;3;1;0
first_cousins287_g4-b1-i1;15;33931660;66582042;20.892252;57.756223;36.863971;32650382;3;3;-1;2
first_cousins287_g4-b1-i1;17;40744978;63515690;64.493125;87.348541;22.855416;22770712;3;3;1;0
first_cousins288_g4-b1-i1;2;118913;8163335;0;16.846947;16.846947;8044422;4;2;-1;2
first_cousins288_g4-b1-i1;11;126441612;130892419;134.054078;141.945245;7.891167;4450807;4;2;-1;0
first_cousins288_g4-b1-i1;12;10281171;21981996;22.40144;38.920038;16.518597;11700825;4;2;1;0
first_cousins288_g4-b1-i1;12;131167041;133744154;158.600133;162.642417;4.042284;2577113;4;2;1;0
first_cousins288_g4-b1-i1;16;143503;5354455;0;8.731522;8.731522;5210952;4;2;1;0
first_cousins288_g4-b1-i1;18;8242798;38506293;25.982039;58.729271;32.747232;30263495;4;2;-1;1
first_cousins288_g4-b1-i1;20;69094;548909;0;1.369348;1.369348;479815;4;2;1;0
first_cousins289_g4-b1-i1;1;19648746;27701051;37.287695;47.893673;10.605978;8052305;3;3;-1;0
first_cousins289_g4-b1-i1;1;87169405;88428133;108.697041;110.71126;2.014219;1258728;3;3;-1;0
first_cousins289_g4-b1-i1;1;98728084;223175215;118.60196;218.883471;100.281511;124447131;3;3;-1;0
first_cousins289_g4-b1-i1;1;224920640;249170711;220.337577;261.713366;41.375789;24250071;3;3;-1;1
first_cousins289_g4-b1-i1;6;5727177;11235546;15.115699;24.893019;9.77732;5508369;3;3;-1;1
first_cousins289_g4-b1-i1;8;120909289;139857133;117.128216;149.28258;32.154364;18947844;3;3;1;0
first_cousins289_g4-b1-i1;13;28083979;30018092;19.176709;23.537137;4.360428;1934113;3;3;-1;0
first_cousins289_g4-b1-i1;13;76810854;77485140;71.368501;72.08372;0.71522;674286;3;3;-1;0
first_cousins289_g4-b1-i1;17;77220230;77328290;116.741282;117.60618;0.864898;108060;3;3;1;0
first_cousins289_g4-b1-i1;18;7717029;8716673;25.402382;27.923681;2.521299;999644;3;3;1;0
first_cousins289_g4-b1-i1;18;10104135;41046569;32.013119;60.643145;28.630027;30942434;3;3;1;0
first_cousins289_g4-b1-i1;18;60962710;78014582;84.900552;116.434245;31.533693;17051872;3;3;1;0
first_cousins289_g4-b1-i1;22;23903885;23936477;16.140022;16.509323;0.369301;32592;3;3;-1;0
first_cousins290_g4-b1-i1;4;24992943;96963391;39.207222;100.354558;61.147336;71970448;3;3;1;1
first_cousins290_g4-b1-i1;4;146872184;157842859;139.129988;150.043245;10.913257;10970675;3;3;-1;0
first_cousins290_g4-b1-i1;4;164002327;174821066;155.063839;165.735117;10.671278;10818739;3;3;-1;0
first_cousins290_g4-b1-i1;4;182289368;190936728;177.759258;200.225934;22.466675;8647360;3;3;-1;0
first_cousins290_g4-b1-i1;6;53407841;85850091;74.323892;88.533361;14.209469;32442250;3;3;-1;1
first_cousins290_g4-b1-i1;7;46239;7058158;0;10.835632;10.835632;7011919;3;3;1;0
first_cousins290_g4-b1-i1;7;35357750;42432033;52.604784;62.08772;9.482936;7074283;3;3;-1;0
first_cousins290_g4-b1-i1;14;87501493;95264367;78.837821;92.218003;13.380181;7762874;3;3;-1;0
first_cousins290_g4-b1-i1;16;86122677;87832618;116.421328;121.748611;5.327283;1709941;3;3;-1;0
first_cousins290_g4-b1-i1;17;8708016;33824179;21.22894;56.977604;35.748663;25116163;3;3;1;1
first_cousins290_g4-b1-i1;18;495826;1830181;0.719776;4.528625;3.808849;1334355;3;3;1;0
first_cousins290_g4-b1-i1;18;2698560;2841200;7.27583;7.434887;0.159057;142640;3;3;1;0
first_cousins290_g4-b1-i1;18;3349768;8239807;9.444469;25.977373;16.532904;4890039;3;3;1;0
first_cousins291_g4-b1-i1;1;752721;35305219;0;57.252779;57.252779;34552498;3;3;1;1
first_cousins291_g4-b1-i1;1;53121917;57312718;72.190066;78.599823;6.409757;4190801;3;3;1;0
first_cousins291_g4-b1-i1;2;192916935;192982126;184.761781;184.884921;0.123139;65191;3;3;-1;0
first_cousins291_g4-b1-i1;3;80445331;86741986;104.501146;106.142552;1.641406;6296655;3;3;-1;1
first_cousins291_g4-b1-i1;7;5415513;7853502;8.746015;12.224521;3.478506;2437989;3;3;-1;0
first_cousins291_g4-b1-i1;9;84246500;89521406;76.119842;83.15132;7.031478;5274906;3;3;1;0
first_cousins291_g4-b1-i1;9;104989531;116991311;99.004217;114.187814;15.183597;12001780;3;3;1;0
first_cousins291_g4-b1-i1;12;131193138;132016253;158.636361;160.713905;2.077544;823115;3;3;1;0
first_cousins291_g4-b1-i1;15;20161372;23969787;0;1.612287;1.612287;3808415;3;3;1;0
first_cousins291_g4-b1-i1;15;39522166;58608634;31.442077;47.080903;15.638826;19086468;3;3;-1;0
first_cousins291_g4-b1-i1;15;61209644;63215411;52.312245;55.178287;2.866041;2005767;3;3;-1;0
first_cousins291_g4-b1-i1;15;65321055;70446901;56.342635;64.214996;7.872362;5125846;3;3;-1;0
first_cousins292_g4-b1-i1;1;85391058;97281074;107.149129;117.416241;10.267113;11890016;3;3;-1;0
first_cousins292_g4-b1-i1;1;222096057;234663448;218.111603;232.710669;14.599066;12567391;3;3;-1;0
first_cousins292_g4-b1-i1;4;110087733;113245784;109.511238;112.504528;2.99329;3158051;3;3;1;0
first_cousins292_g4-b1-i1;6;13932761;35962601;30.191936;52.89392;22.701984;22029840;3;3;-1;0
first_cousins292_g4-b1-i1;6;42120351;48395882;62.172327;70.578063;8.405737;6275531;3;3;-1;1
first_cousins292_g4-b1-i1;6;88752363;134384399;89.992392;130.282921;40.29053;45632036;3;3;-1;5
first_cousins292_g4-b1-i1;8;6144467;16879090;14.425815;29.985951;15.560136;10734623;3;3;1;1
first_cousins292_g4-b1-i1;8;35320465;56847012;55.10164;66.859978;11.758338;21526547;3;3;1;1
first_cousins292_g4-b1-i1;11;241489;11362021;0;20.047097;20.047097;11120532;3;3;1;0
first_cousins292_g4-b1-i1;13;19260565;22762771;0;6.706124;6.706124;3502206;3;3;-1;0
first_cousins292_g4-b1-i1;17;32298293;33480495;53.716731;56.405568;2.688837;1182202;3;3;1;1
first_cousins292_g4-b1-i1;19;41043848;53258848;61.926254;85.206197;23.279944;12215000;3;3;1;0
first_cousins292_g4-b1-i1;19;54396534;59058083;90.520019;103.571793;13.051774;4661549;3;3;1;1
first_cousins292_g4-b1-i1;22;40099528;51229805;44.904423;68.664959;23.760536;11130277;3;3;1;1
first_cousins293_g4-b1-i1;1;20262069;20721329;38.694441;39.615519;0.921078;459260;2;4;1;0
first_cousins293_g4-b1-i1;1;65529807;68588319;90.424841;93.742911;3.31807;3058512;2;4;-1;0
